Age,Income,Education_Level,Travel_Frequency,Vacation_Budget,Proximity_to_Mountains,Proximity_to_Beaches,Pets,Environmental_Concerns,Preference,Gender_1,Gender_2,Preferred_Activities_1,Preferred_Activities_2,Preferred_Activities_3,Location_1,Location_2,Favorite_Season_1,Favorite_Season_2,Favorite_Season_3
35,41585,3,4,3917,80,260,1,1,1,1,0,1,0,0,1,0,0,1,0
63,42467,1,5,2634,45,219,1,1,1,0,0,0,0,0,1,0,0,0,0
35,75286,2,2,2461,252,157,1,0,0,0,1,0,1,0,0,0,0,0,0
19,48224,0,7,1656,18,169,1,1,0,0,0,0,0,1,0,1,0,0,0
52,117632,0,6,1428,108,255,0,0,0,1,0,0,0,1,0,0,0,0,0
33,42427,3,3,501,270,167,1,1,0,1,0,1,0,0,0,1,1,0,0
58,25970,2,0,1400,246,248,1,1,0,0,0,0,1,0,1,0,0,1,0
53,88704,2,7,1756,231,161,1,1,0,1,0,0,0,0,0,1,0,1,0
50,31022,2,0,3307,232,67,1,0,0,1,0,1,0,0,0,1,0,0,0
21,107276,2,4,4517,219,106,1,1,0,0,0,1,0,0,0,0,1,0,0
50,22390,3,4,4875,146,118,1,0,0,0,0,0,0,0,0,1,0,0,1
31,79046,2,6,3081,175,260,1,1,1,0,1,0,0,0,0,0,0,0,0
38,118765,1,1,4802,228,7,0,0,0,0,1,0,1,0,1,0,1,0,0
65,104300,2,4,2950,104,50,0,1,0,0,0,0,1,0,0,0,0,1,0
37,33287,2,7,1888,251,214,1,0,0,1,0,0,1,0,1,0,1,0,0
25,43835,2,4,1098,186,244,0,0,1,1,0,1,0,0,0,1,0,1,0
24,109502,0,9,2130,214,178,0,1,0,0,0,0,0,1,1,0,0,0,1
20,41131,0,4,1510,250,123,0,1,0,0,0,0,0,0,0,0,0,0,1
34,87852,2,4,636,85,36,1,0,0,0,0,1,0,0,0,1,0,0,0
50,81954,1,9,2729,77,161,0,0,0,1,0,0,1,0,0,1,1,0,0
65,100446,0,7,4025,21,58,0,0,1,0,1,0,0,0,1,0,0,1,0
29,35423,3,6,1346,84,278,0,0,1,0,1,0,0,0,0,1,0,0,0
68,109419,2,3,3044,134,153,0,1,1,1,0,1,0,0,0,0,0,0,1
39,52596,1,7,4503,51,161,1,1,1,0,1,1,0,0,1,0,0,0,1
39,72349,1,2,4368,136,70,0,1,0,0,0,0,0,1,0,1,1,0,0
63,50529,3,9,3595,178,217,1,0,1,0,0,0,0,0,0,1,0,0,0
47,45951,3,5,2352,35,244,1,1,1,1,0,1,0,0,0,0,1,0,0
55,52712,1,3,2400,155,171,1,1,0,1,0,0,0,1,0,1,0,1,0
55,60592,0,1,2579,232,177,1,0,0,0,0,0,1,0,0,1,0,0,1
62,80536,0,0,4735,58,201,1,0,0,0,0,0,1,0,1,0,1,0,0
68,30295,1,8,1706,265,293,1,1,0,1,0,0,0,1,1,0,0,1,0
25,42641,0,3,2380,296,28,0,0,0,1,0,0,0,0,1,0,0,0,1
44,102642,2,8,689,245,151,1,1,0,0,0,0,0,0,1,0,0,1,0
44,104486,3,6,3154,293,148,1,0,0,0,0,0,0,0,0,0,0,0,0
51,39363,3,0,4395,113,281,0,0,0,0,1,0,0,1,0,1,0,1,0
38,43847,0,9,2053,220,8,1,0,0,0,1,0,0,0,0,0,1,0,0
47,21193,0,4,1698,297,125,0,0,0,0,0,0,0,0,0,1,0,1,0
50,40643,2,5,910,252,289,1,1,0,1,0,0,1,0,0,1,0,1,0
45,76176,2,7,2423,292,59,0,0,0,0,1,0,1,0,0,0,0,0,0
64,58694,1,5,2259,144,213,0,1,1,0,1,0,0,0,1,0,1,0,0
50,73112,0,7,2627,27,259,1,1,0,0,0,0,0,1,0,0,1,0,0
22,106767,0,0,1951,198,175,1,0,0,1,0,0,1,0,0,1,0,1,0
65,58615,0,2,3257,208,91,0,0,0,1,0,1,0,0,0,1,0,0,1
36,113769,3,0,1635,76,9,0,1,0,0,0,0,1,0,0,1,0,1,0
21,22890,2,8,2302,17,69,0,1,0,1,0,0,0,1,1,0,0,1,0
52,114053,3,4,3574,222,66,1,0,0,0,0,0,1,0,1,0,1,0,0
66,71029,0,2,1380,296,228,1,0,0,1,0,0,0,0,0,0,0,1,0
34,35159,1,1,1033,11,14,1,0,1,0,0,1,0,0,0,1,0,0,1
61,34750,2,6,3015,14,33,0,1,1,1,0,0,0,0,0,1,0,0,0
45,35616,0,1,886,11,251,0,0,0,0,0,0,0,1,0,0,0,0,0
47,102866,3,2,4404,253,299,1,0,1,0,0,0,0,0,0,0,1,0,0
46,77535,2,5,2840,33,230,0,1,0,1,0,0,1,0,0,0,0,1,0
63,60172,2,3,2852,8,70,1,1,1,0,0,0,0,0,1,0,0,0,1
23,81136,0,7,2194,148,195,0,1,1,0,1,0,0,0,1,0,0,1,0
52,49023,1,6,3524,239,266,1,1,0,1,0,0,1,0,0,1,0,0,0
58,36244,0,6,3763,5,297,1,0,0,0,0,0,0,1,1,0,0,1,0
54,52515,3,2,3177,89,262,1,0,1,1,0,1,0,0,1,0,0,0,1
41,80154,3,7,2324,243,135,0,0,0,1,0,0,1,0,0,0,0,1,0
46,119374,3,7,770,152,298,1,1,1,0,0,1,0,0,0,1,1,0,0
66,108412,1,7,2262,286,93,0,1,0,0,1,0,1,0,1,0,0,0,0
63,22857,2,3,1661,53,161,0,1,0,1,0,0,1,0,0,1,0,1,0
48,90606,0,2,1572,58,43,1,1,0,0,1,0,1,0,0,0,0,0,1
52,118456,2,2,1379,201,98,0,1,0,0,1,0,0,0,0,0,0,0,1
50,119954,2,2,3023,45,210,0,1,1,0,0,0,0,0,0,1,0,0,0
69,105890,2,4,4755,279,37,1,0,0,0,0,1,0,0,0,1,1,0,0
38,119634,2,4,2855,225,240,0,0,0,1,0,0,0,1,0,1,0,0,1
49,67371,1,8,4279,13,16,1,0,0,0,0,0,0,1,0,1,0,0,0
40,82375,3,0,3694,127,207,1,0,1,1,0,1,0,0,0,0,1,0,0
50,115519,3,0,3113,35,191,1,0,1,1,0,0,0,0,0,1,0,0,1
20,46929,1,4,2382,232,228,0,1,0,0,1,0,0,0,0,1,0,0,1
35,47715,1,1,1528,128,161,1,0,0,0,0,0,0,1,0,0,0,1,0
42,118588,0,5,4029,204,100,0,1,0,0,0,1,0,0,0,0,1,0,0
59,38974,1,2,2333,275,283,1,1,0,1,0,0,1,0,1,0,1,0,0
48,91135,0,3,1548,225,221,0,1,0,0,1,0,0,0,0,0,0,0,0
20,48695,0,3,3976,26,63,0,1,1,0,0,1,0,0,1,0,1,0,0
57,64042,1,5,4187,265,284,0,1,1,0,1,0,0,0,1,0,0,0,0
63,26782,3,4,4142,277,283,1,0,1,0,1,1,0,0,1,0,0,0,1
41,47933,1,9,4214,218,290,0,0,0,1,0,0,0,1,0,1,0,0,0
67,47632,2,1,4018,239,189,1,0,0,0,0,0,0,0,0,1,1,0,0
49,106802,2,3,2828,110,281,1,0,0,0,0,0,1,0,1,0,0,1,0
64,98597,2,4,1788,118,35,1,0,0,0,0,0,1,0,1,0,0,0,0
39,75425,0,4,3638,101,57,1,0,0,0,1,0,0,1,0,1,0,0,0
40,57606,0,9,4534,229,165,1,0,0,0,0,0,1,0,1,0,0,0,0
19,91442,2,1,643,66,65,1,1,0,1,0,0,1,0,1,0,0,0,1
44,110351,2,0,1174,152,253,0,0,0,0,1,0,1,0,1,0,1,0,0
59,27719,1,6,3098,50,118,1,1,0,0,0,0,0,1,1,0,1,0,0
19,44721,1,2,4114,41,193,0,1,1,0,1,1,0,0,0,0,0,0,0
43,29507,1,4,1599,238,71,0,1,0,0,1,0,0,0,1,0,1,0,0
34,50007,1,8,3629,296,247,1,1,0,0,1,1,0,0,0,1,0,0,0
57,69459,0,1,4287,57,158,0,1,1,1,0,1,0,0,0,0,1,0,0
50,77141,3,7,4041,118,134,1,1,1,0,0,1,0,0,0,1,0,0,0
26,70036,1,4,4331,241,258,0,0,0,0,0,0,1,0,0,0,0,0,1
60,27797,0,6,4615,139,249,1,0,1,0,1,0,0,0,0,1,0,1,0
65,94353,0,6,3646,274,203,0,0,0,0,0,1,0,0,0,1,1,0,0
56,79923,1,3,1153,230,169,0,1,0,0,1,0,0,0,0,0,1,0,0
46,112388,2,6,3596,188,141,1,1,0,0,1,0,0,1,0,0,0,1,0
59,76101,2,5,1361,214,288,0,0,0,0,1,0,0,1,0,0,1,0,0
43,74291,2,8,4273,252,156,1,1,0,1,0,0,0,1,0,1,1,0,0
52,104227,0,9,4590,246,223,0,1,0,0,0,0,1,0,0,1,0,0,1
67,92688,2,3,4649,223,171,0,1,0,0,1,0,0,1,0,0,1,0,0
42,98437,0,5,4435,93,208,1,1,0,0,0,0,1,0,0,0,0,0,1
41,71396,3,3,3895,10,214,0,1,1,1,0,1,0,0,1,0,0,0,0
30,57253,1,8,4906,118,203,1,0,1,1,0,1,0,0,1,0,0,0,0
24,78046,0,9,916,295,46,1,1,0,0,1,1,0,0,1,0,0,0,1
53,77689,2,0,2326,277,135,1,0,0,1,0,0,0,0,0,0,0,1,0
62,112800,1,1,3188,111,110,0,0,0,1,0,0,0,1,0,0,0,0,1
37,60063,2,7,2204,20,64,1,1,1,1,0,0,0,0,0,1,0,0,1
18,91793,3,4,1745,227,271,0,1,0,1,0,0,0,1,1,0,1,0,0
25,55774,2,5,3092,215,264,1,1,0,1,0,0,0,1,1,0,1,0,0
63,105198,1,5,4761,236,5,1,0,0,1,0,1,0,0,1,0,1,0,0
33,22895,2,0,4644,183,156,0,0,0,0,0,0,0,1,0,0,0,1,0
31,44406,3,6,3203,152,222,1,0,0,1,0,0,1,0,0,0,1,0,0
29,51848,1,1,3631,261,77,1,0,0,0,0,0,1,0,0,1,0,0,0
68,76021,3,6,2554,60,231,0,1,0,0,1,0,1,0,1,0,1,0,0
40,69077,1,9,1782,80,79,0,0,0,1,0,0,0,0,0,0,1,0,0
32,102628,0,4,1009,263,293,1,0,0,1,0,0,1,0,0,0,1,0,0
45,119498,1,3,4178,286,141,1,0,0,0,0,0,0,0,1,0,0,1,0
51,36644,2,8,3178,247,4,1,1,0,1,0,1,0,0,0,0,0,0,0
19,64809,1,8,4519,153,265,0,1,0,0,0,0,0,1,1,0,0,0,1
49,112021,2,5,3702,93,111,0,0,0,0,0,0,1,0,1,0,0,0,0
40,105155,1,0,2357,130,223,0,0,0,1,0,0,1,0,1,0,0,0,1
39,45250,3,0,1776,288,160,0,1,0,0,1,0,0,1,1,0,0,0,0
68,78670,2,9,2356,281,67,1,1,0,0,1,1,0,0,1,0,0,1,0
42,76207,2,1,1346,106,146,1,1,0,0,1,0,0,1,0,0,0,1,0
39,50884,2,1,4077,226,220,1,1,0,0,0,0,1,0,0,1,0,1,0
39,110025,2,9,3464,292,35,1,1,0,0,0,0,1,0,0,0,1,0,0
66,103183,0,7,3907,143,279,0,0,0,1,0,0,1,0,0,0,0,1,0
69,51271,3,2,2696,210,103,1,0,0,0,0,1,0,0,1,0,0,1,0
59,99375,2,0,3747,271,221,0,1,0,0,1,1,0,0,0,0,0,0,0
23,118500,1,5,1891,274,49,1,1,0,1,0,1,0,0,0,0,0,0,0
32,119594,2,7,3077,33,201,1,1,0,0,1,0,1,0,0,1,1,0,0
60,86610,2,5,807,38,185,0,1,0,1,0,0,1,0,1,0,0,0,1
54,43919,3,3,4344,270,105,1,0,0,0,1,0,0,1,1,0,1,0,0
50,105357,3,8,2166,230,213,1,1,0,1,0,1,0,0,0,0,1,0,0
25,77581,2,9,4046,226,122,0,1,0,0,1,1,0,0,0,0,0,0,0
61,64367,0,7,1204,148,237,1,1,0,0,0,0,1,0,0,1,0,1,0
61,119249,0,0,1477,70,296,0,1,1,0,1,1,0,0,1,0,0,1,0
22,110818,1,5,3603,138,172,0,1,1,1,0,0,0,0,1,0,0,1,0
56,78432,1,7,502,131,130,1,1,0,0,1,1,0,0,0,0,0,0,0
21,36173,1,3,1847,90,215,0,0,1,0,0,0,0,0,0,0,0,1,0
23,41855,1,8,4172,89,15,1,0,0,1,0,0,1,0,0,1,0,1,0
62,75061,0,8,3340,203,9,1,0,0,0,0,0,1,0,1,0,1,0,0
49,99179,0,1,2206,117,89,1,0,0,0,1,0,0,1,0,1,0,0,1
69,80293,3,8,1160,205,46,1,1,0,1,0,0,1,0,0,1,0,1,0
47,69318,3,2,2312,270,148,0,1,0,0,1,0,0,0,1,0,1,0,0
64,84104,1,6,2084,81,197,1,1,1,1,0,1,0,0,0,0,1,0,0
52,64628,2,9,2423,164,135,0,1,0,0,0,0,0,1,0,1,0,1,0
57,56831,3,6,4938,273,102,0,1,0,0,0,0,0,1,0,0,0,0,0
69,38224,0,1,4155,103,114,1,0,0,0,0,0,1,0,0,0,0,0,0
33,33168,2,6,3573,32,143,1,0,0,0,1,0,1,0,1,0,0,0,0
30,58414,3,3,1469,223,65,0,0,0,1,0,0,1,0,1,0,0,0,1
67,36160,2,7,3770,152,274,0,1,0,0,0,0,0,1,0,1,0,0,1
59,40575,3,7,2895,50,194,1,0,0,0,1,0,1,0,1,0,0,0,0
47,65281,1,8,3029,47,125,0,0,0,0,1,0,1,0,0,0,0,0,0
36,97299,1,6,3271,12,275,0,1,1,1,0,1,0,0,0,0,0,0,0
34,25749,2,1,3878,50,194,0,0,0,0,0,0,0,1,1,0,0,0,1
36,76518,0,6,2189,173,139,1,0,0,0,1,0,1,0,0,1,0,0,0
45,114860,0,3,2706,47,47,0,1,0,0,0,0,1,0,1,0,1,0,0
43,28884,1,7,1459,137,52,1,1,0,1,0,0,0,0,0,1,0,0,0
54,100038,1,7,1996,268,75,0,0,0,0,0,0,0,1,0,1,0,1,0
43,48613,0,0,3029,285,47,0,0,0,0,0,0,1,0,1,0,0,0,0
40,43432,1,7,1137,247,77,1,0,0,0,1,0,0,0,1,0,1,0,0
26,21129,3,9,3872,235,91,0,0,0,0,1,0,1,0,1,0,0,1,0
29,115097,1,3,3133,193,297,0,1,0,1,0,0,0,1,1,0,0,0,1
18,81405,2,1,2174,39,138,0,1,1,1,0,1,0,0,0,0,0,0,1
18,77108,1,9,947,225,107,0,0,0,1,0,0,0,1,0,0,0,0,1
64,101035,1,7,3358,275,77,0,1,0,0,1,0,0,0,0,1,0,1,0
51,53868,0,3,695,289,178,0,1,0,1,0,0,0,1,1,0,0,0,1
49,59805,0,9,1955,146,97,0,0,0,1,0,0,0,0,0,1,1,0,0
65,95825,2,5,617,15,144,1,0,1,0,1,1,0,0,1,0,1,0,0
42,82092,0,5,3291,285,251,0,1,0,1,0,0,0,1,0,1,1,0,0
57,90323,2,9,1208,247,85,0,0,0,0,1,1,0,0,0,0,0,1,0
62,113658,3,7,3908,214,145,0,1,0,1,0,0,0,1,1,0,0,1,0
18,20347,0,4,975,85,291,0,0,0,0,1,0,0,1,0,1,1,0,0
33,59396,2,6,4091,8,256,0,0,1,0,0,0,0,0,1,0,0,0,1
56,69359,1,5,4713,60,136,1,1,0,0,1,0,1,0,0,1,0,0,1
22,99476,2,5,3510,244,250,0,1,0,0,1,0,0,1,0,0,1,0,0
39,67764,2,0,967,114,95,0,1,0,0,1,1,0,0,1,0,0,0,0
46,60118,1,4,4770,46,60,1,0,0,1,0,0,1,0,0,1,1,0,0
20,21545,0,4,1046,250,49,0,1,0,0,1,0,1,0,0,0,0,1,0
29,74221,1,1,2798,198,61,1,1,0,0,1,0,0,0,0,1,1,0,0
43,69782,3,8,3134,59,31,0,0,0,1,0,0,1,0,0,1,0,1,0
33,95867,2,7,4773,25,14,0,0,0,0,0,0,0,1,1,0,0,0,0
68,71868,1,3,2039,252,274,0,0,1,0,1,1,0,0,1,0,0,0,1
54,66190,3,1,4665,175,293,0,1,0,1,0,0,0,1,0,1,1,0,0
39,64711,3,4,3477,129,292,0,0,1,0,0,1,0,0,0,0,0,1,0
46,85154,0,9,3797,81,77,0,0,0,0,1,1,0,0,1,0,1,0,0
31,67616,3,6,656,36,163,0,0,0,0,0,0,0,1,0,1,1,0,0
45,105286,2,8,4332,6,284,0,0,0,0,1,0,0,1,0,1,0,1,0
22,77473,3,6,2374,258,82,0,0,0,0,1,1,0,0,1,0,1,0,0
64,60649,3,6,3226,102,67,0,0,0,0,0,0,0,1,0,1,0,1,0
66,101566,1,5,3997,111,64,1,0,0,0,0,0,0,0,0,1,0,0,1
47,55473,0,8,1701,177,208,0,0,0,0,0,0,0,1,1,0,1,0,0
63,73382,3,2,850,129,175,0,0,1,0,1,0,0,0,0,0,0,0,1
69,86308,2,6,609,143,204,1,0,1,0,1,1,0,0,0,0,0,0,1
22,106428,2,9,1066,164,150,0,0,0,1,0,0,0,0,0,1,0,1,0
29,52707,2,1,1250,33,153,0,0,1,1,0,1,0,0,0,1,0,0,1
33,101079,0,8,3030,209,216,1,1,0,1,0,0,1,0,0,1,1,0,0
43,62050,0,4,4569,122,60,0,1,0,0,1,0,0,1,1,0,0,0,0
43,94823,2,8,2722,163,274,1,1,0,0,0,0,0,1,1,0,0,0,0
65,53355,3,5,956,238,161,0,1,0,1,0,0,0,1,0,1,0,1,0
38,76599,0,7,3994,9,142,0,0,1,0,1,0,0,0,1,0,0,0,1
56,48946,3,4,1176,154,165,0,1,1,0,0,1,0,0,0,0,0,0,0
53,105750,3,0,1249,121,276,0,0,0,1,0,0,1,0,0,0,0,0,0
50,84611,1,9,3095,275,298,1,0,1,0,0,0,0,0,0,1,0,0,0
47,69233,1,4,665,125,239,0,1,0,0,0,0,1,0,1,0,0,1,0
54,106823,0,5,1319,217,187,0,1,0,1,0,0,0,1,0,1,0,0,0
40,90391,3,4,2127,95,249,1,1,1,1,0,1,0,0,0,1,0,0,0
27,48286,3,0,1749,139,132,0,1,0,0,1,1,0,0,0,1,0,1,0
22,68383,2,0,632,5,13,0,1,1,0,0,1,0,0,0,1,0,1,0
53,104769,3,3,1819,95,278,0,1,1,1,0,1,0,0,0,0,1,0,0
51,85240,3,6,2564,75,260,1,1,1,1,0,0,0,0,0,1,0,0,1
69,57499,0,8,3143,109,43,0,0,0,0,0,1,0,0,1,0,0,0,1
48,51750,0,3,4858,50,254,0,0,1,0,0,1,0,0,0,0,0,0,0
27,63082,3,4,2430,279,292,0,1,1,0,0,0,0,0,1,0,0,0,1
36,89157,3,4,3953,76,96,0,1,1,1,0,0,0,0,0,0,1,0,0
49,70066,1,9,4176,75,285,1,1,0,1,0,0,1,0,0,0,0,0,1
18,25932,0,4,1983,267,58,0,1,0,0,1,0,0,0,1,0,0,0,0
22,62643,3,3,4219,153,2,1,1,0,0,0,1,0,0,1,0,0,1,0
62,96250,2,6,2818,9,155,0,0,0,1,0,0,1,0,0,0,1,0,0
21,106238,1,0,756,215,137,1,1,0,1,0,0,0,0,0,1,1,0,0
33,62712,3,3,4937,278,30,0,0,0,0,0,0,0,0,0,1,1,0,0
41,30103,1,4,3695,25,198,0,1,0,1,0,0,1,0,0,0,1,0,0
33,101025,3,6,4917,33,164,0,1,0,0,0,0,0,1,1,0,0,1,0
19,32252,3,2,4709,237,287,0,0,0,1,0,0,1,0,0,0,1,0,0
66,43076,1,1,1762,67,237,1,0,0,0,0,0,1,0,1,0,0,1,0
45,26174,3,3,4365,135,236,1,1,1,0,0,0,0,0,0,0,0,0,1
49,107593,0,6,1652,0,169,0,1,1,1,0,0,0,0,0,0,0,0,0
44,38029,1,1,3051,96,217,0,1,0,0,0,0,0,1,1,0,0,1,0
37,96756,3,6,3392,12,119,1,0,0,0,1,0,0,1,0,0,0,1,0
41,87552,1,7,819,202,118,0,1,0,0,1,1,0,0,0,0,1,0,0
29,92393,2,5,545,230,8,1,0,0,0,0,0,0,0,0,0,1,0,0
67,87579,3,8,995,116,21,0,1,0,0,1,1,0,0,0,1,0,0,1
52,67701,2,0,2014,52,251,0,0,1,1,0,0,0,0,0,1,0,0,0
50,86740,1,9,4467,16,32,1,0,0,1,0,0,1,0,0,1,0,0,1
50,76202,0,1,606,39,6,1,1,0,0,0,1,0,0,0,0,1,0,0
68,110485,2,3,1734,292,113,1,0,0,1,0,0,0,1,0,1,0,1,0
60,41864,0,7,2604,106,276,0,1,0,1,0,0,1,0,1,0,0,1,0
54,96747,0,2,904,36,222,0,1,0,0,1,0,0,1,0,0,0,0,0
29,83987,0,7,2430,286,296,0,0,0,1,0,0,1,0,0,1,0,0,1
20,96005,2,3,1066,159,235,1,0,1,1,0,0,0,0,0,0,1,0,0
18,107052,1,4,806,38,70,1,1,0,0,1,0,0,1,1,0,0,0,1
50,41925,1,2,4401,275,95,1,1,0,0,0,0,0,1,0,0,0,1,0
57,100913,1,5,3383,205,272,0,0,1,0,0,1,0,0,1,0,0,0,1
27,109487,2,2,4138,226,236,1,1,1,0,1,1,0,0,1,0,0,1,0
60,89800,2,8,4057,135,280,0,0,0,0,1,0,1,0,0,1,0,1,0
61,21073,0,5,3427,284,297,1,1,1,1,0,0,0,0,0,0,0,1,0
46,67209,3,0,2335,0,206,0,0,0,1,0,0,1,0,1,0,0,1,0
30,105210,2,9,2426,11,244,1,0,0,0,0,0,0,1,0,0,1,0,0
29,27873,2,2,2961,59,238,0,0,1,0,0,1,0,0,1,0,0,0,1
48,20040,2,7,2793,82,92,1,0,1,0,1,0,0,0,1,0,0,0,1
63,93073,3,1,1519,143,237,1,1,0,1,0,0,0,1,1,0,1,0,0
19,21655,0,7,2813,66,141,0,1,1,0,1,0,0,0,1,0,1,0,0
68,73786,1,9,662,57,159,0,1,0,0,0,0,1,0,0,1,1,0,0
67,30938,3,5,1816,277,288,0,1,1,0,0,0,0,0,1,0,1,0,0
52,70496,1,3,946,33,107,0,0,1,0,1,0,0,0,1,0,0,0,1
40,79533,1,1,2817,25,205,0,1,0,1,0,0,1,0,1,0,0,0,1
34,20930,3,2,3469,151,101,0,0,0,1,0,1,0,0,0,1,0,0,0
43,34614,1,1,1688,239,256,1,1,1,0,1,0,0,0,1,0,1,0,0
25,46090,3,9,3439,94,48,1,0,0,0,0,0,0,1,0,0,0,0,1
46,111674,0,3,2465,182,129,1,0,0,0,1,0,1,0,0,0,0,1,0
43,114641,2,4,800,6,63,1,1,0,0,1,0,0,1,0,1,1,0,0
27,62849,2,4,4779,233,30,1,0,0,1,0,0,0,1,1,0,0,0,0
43,78032,2,0,3145,100,261,0,1,0,0,0,0,0,1,0,1,0,0,1
51,97658,1,8,4533,71,255,0,0,1,0,0,0,0,0,1,0,1,0,0
68,28162,1,0,4473,154,267,1,1,1,1,0,0,0,0,1,0,0,0,0
58,88948,0,4,797,192,173,1,0,0,0,0,1,0,0,0,1,0,1,0
24,38534,3,1,2094,57,62,0,1,0,0,0,0,1,0,0,1,1,0,0
21,61858,0,3,3666,193,14,0,1,0,1,0,1,0,0,0,1,1,0,0
67,110435,0,4,1711,30,175,1,1,0,0,0,0,1,0,0,0,0,0,0
62,80174,3,5,3491,30,37,1,0,0,0,0,0,1,0,0,1,0,0,0
28,89314,1,8,2922,284,76,0,0,0,0,1,1,0,0,1,0,0,1,0
46,26658,0,2,1173,294,228,0,1,0,0,0,0,1,0,0,1,0,1,0
53,25107,1,8,768,159,297,0,1,0,0,1,0,0,1,1,0,0,0,1
42,68657,3,2,2288,163,199,1,1,0,0,1,0,0,1,0,0,1,0,0
38,86413,0,1,4988,6,154,1,1,0,0,1,0,0,1,0,0,0,0,1
53,26836,1,5,2084,22,59,0,1,1,1,0,0,0,0,0,0,0,0,1
27,112424,0,4,1356,28,166,1,1,1,1,0,0,0,0,0,1,0,1,0
54,42631,1,6,1475,286,135,1,1,0,0,0,0,0,0,0,1,0,1,0
26,26055,0,2,2049,271,133,0,0,0,0,1,1,0,0,0,0,0,1,0
41,26583,3,8,2958,274,74,1,0,0,0,0,0,0,0,0,0,0,0,1
52,81196,0,0,3162,144,215,1,1,1,0,0,1,0,0,1,0,0,1,0
66,73166,2,2,708,209,197,0,1,0,0,0,1,0,0,1,0,0,1,0
52,117609,2,4,1547,183,221,1,0,0,0,0,0,1,0,1,0,0,1,0
65,53387,1,2,4567,264,127,0,1,0,0,0,1,0,0,0,1,0,0,0
53,29604,1,2,2810,2,229,1,1,0,0,1,0,1,0,1,0,0,0,1
35,90997,3,8,900,24,100,0,1,1,0,1,0,0,0,1,0,0,0,0
66,36644,3,9,1903,253,92,0,1,0,0,1,1,0,0,0,1,0,1,0
56,113945,1,8,1144,151,291,1,0,0,0,1,0,1,0,0,0,0,0,1
49,96171,0,5,1277,70,205,1,0,0,1,0,0,1,0,0,0,1,0,0
41,69058,1,6,1876,48,170,1,1,1,0,1,1,0,0,0,1,0,0,0
40,22644,2,8,509,68,182,1,1,0,0,1,0,0,1,1,0,1,0,0
49,106425,2,5,2979,84,69,0,0,0,0,1,1,0,0,0,0,1,0,0
54,58272,2,5,2451,85,95,1,0,1,1,0,1,0,0,0,0,0,0,0
29,40208,1,9,2564,36,154,1,0,0,0,0,0,1,0,0,1,0,0,1
66,108201,0,0,4168,108,296,1,0,0,1,0,0,0,1,0,0,0,0,0
30,32709,2,0,4349,258,42,1,1,0,0,1,0,1,0,0,0,0,1,0
40,85687,1,2,4335,90,280,1,1,0,0,1,0,0,1,1,0,1,0,0
42,92414,1,8,4887,52,195,1,1,0,1,0,0,0,1,0,0,1,0,0
52,91404,1,7,4100,141,237,1,0,0,0,0,0,1,0,1,0,0,0,1
58,101966,2,9,1172,273,135,1,1,0,1,0,0,1,0,0,0,0,0,0
47,60790,2,2,3089,29,42,0,1,0,1,0,0,0,1,0,0,1,0,0
34,93556,2,3,2573,162,288,0,1,0,0,1,0,0,1,1,0,0,0,0
66,97057,0,6,3222,231,92,1,1,0,1,0,0,0,0,1,0,0,1,0
37,27540,0,2,2077,37,220,1,0,0,1,0,0,1,0,1,0,0,0,1
65,68507,3,8,2971,215,263,1,1,0,1,0,0,0,1,1,0,0,0,0
42,72381,0,4,3529,57,182,1,0,0,1,0,0,1,0,1,0,0,0,1
39,88760,0,8,2606,141,218,1,1,1,1,0,0,0,0,1,0,0,0,1
30,42896,2,0,2339,199,193,1,1,0,1,0,0,1,0,0,0,1,0,0
36,59101,3,8,3507,31,147,1,1,0,0,1,0,0,1,1,0,1,0,0
66,39197,0,4,4508,222,166,0,1,0,0,1,0,0,0,0,0,0,0,1
53,29472,3,3,2695,125,177,0,0,1,0,1,1,0,0,0,0,1,0,0
29,39931,1,6,3941,43,224,0,1,0,0,1,0,1,0,0,1,0,1,0
58,94942,0,6,4673,174,82,0,1,0,1,0,0,0,1,1,0,1,0,0
36,67059,0,3,1866,190,251,1,0,1,1,0,0,0,0,1,0,0,1,0
29,119514,0,8,3214,219,75,0,0,0,1,0,0,0,1,1,0,1,0,0
26,103567,2,2,2728,20,174,0,1,1,1,0,1,0,0,0,1,0,0,0
24,105301,0,3,2558,86,10,0,0,0,0,1,1,0,0,0,0,0,0,0
45,84452,2,1,2977,159,254,1,1,0,0,1,0,1,0,0,1,0,1,0
31,38870,0,9,3095,134,258,1,0,0,1,0,0,0,1,0,1,0,0,1
48,72829,3,5,3131,108,290,0,1,1,1,0,0,0,0,0,1,0,0,0
69,93686,2,5,2827,63,130,0,1,0,1,0,0,1,0,1,0,0,0,0
36,57850,0,4,3434,249,75,1,0,0,1,0,0,1,0,1,0,0,0,1
64,92500,1,6,4113,128,141,1,0,0,0,0,0,0,1,0,1,0,0,1
33,20233,0,5,2876,25,139,0,1,0,0,0,0,0,1,1,0,0,0,0
22,55904,0,6,2247,164,55,1,1,0,0,0,0,0,0,1,0,0,0,0
52,46674,3,4,572,17,232,1,0,0,0,0,0,1,0,1,0,0,0,1
29,54009,1,9,3257,186,226,1,0,1,1,0,1,0,0,0,1,0,0,1
42,98197,0,7,3042,203,217,1,0,0,1,0,0,1,0,0,1,0,0,1
69,105007,3,0,4037,123,69,0,0,0,1,0,0,0,0,0,0,0,0,0
